//CoDeSys Mapping Export V1.2
//Mapped variable;//Parameter name @ counter in device;//Unit;//Description;//IEC address;//Device name;
//Important: change only first, third or fourth column in Excel or add variable name before first ;
;Modbus Slave Channel;;Read Discrete Inputs;%IB0;Modbus_TCP_Slave
;Modbus Slave Channel[0];;Read Discrete Inputs;%IB0;Modbus_TCP_Slave
Application.MAIN.AT1_s;Bit0;;0x0000;%IX0.0;Modbus_TCP_Slave
Application.MAIN.AT2_s;Bit1;;0x0001;%IX0.1;Modbus_TCP_Slave
Application.MAIN.C1T1_s;Bit2;;0x0002;%IX0.2;Modbus_TCP_Slave
Application.MAIN.C1T2_s;Bit3;;0x0003;%IX0.3;Modbus_TCP_Slave
Application.MAIN.C1T2_srn;Bit4;;0x0004;%IX0.4;Modbus_TCP_Slave
Application.MAIN.C1T2_srp;Bit5;;0x0005;%IX0.5;Modbus_TCP_Slave
Application.MAIN.C1T3_s;Bit6;;0x0006;%IX0.6;Modbus_TCP_Slave
Application.MAIN.C1T4_s;Bit7;;0x0007;%IX0.7;Modbus_TCP_Slave
;Modbus Slave Channel[1];;Read Discrete Inputs;%IB1;Modbus_TCP_Slave
Application.MAIN.C1T4_st;Bit0@1;;0x0008;%IX1.0;Modbus_TCP_Slave
Application.MAIN.C1T4_sxp;Bit1@1;;0x0009;%IX1.1;Modbus_TCP_Slave
Application.MAIN.C1T4_sxn;Bit2@1;;0x000A;%IX1.2;Modbus_TCP_Slave
Application.MAIN.C1T4_szp;Bit3@1;;0x000B;%IX1.3;Modbus_TCP_Slave
Application.MAIN.C1T4_szn;Bit4@1;;0x000C;%IX1.4;Modbus_TCP_Slave
Application.MAIN.C1T5_s;Bit5@1;;0x000D;%IX1.5;Modbus_TCP_Slave
Application.MAIN.C1T5_st;Bit6@1;;0x000E;%IX1.6;Modbus_TCP_Slave
Application.MAIN.C1T5_sxp;Bit7@1;;0x000F;%IX1.7;Modbus_TCP_Slave
;Modbus Slave Channel[2];;Read Discrete Inputs;%IB2;Modbus_TCP_Slave
Application.MAIN.C1T5_sxn;Bit0@2;;0x0010;%IX2.0;Modbus_TCP_Slave
Application.MAIN.C1T5_szp;Bit1@2;;0x0011;%IX2.1;Modbus_TCP_Slave
Application.MAIN.C1T5_szn;Bit2@2;;0x0012;%IX2.2;Modbus_TCP_Slave
Application.MAIN.C1T6_s;Bit3@2;;0x0013;%IX2.3;Modbus_TCP_Slave
Application.MAIN.C1T6_st;Bit4@2;;0x0014;%IX2.4;Modbus_TCP_Slave
Application.MAIN.C1T6_sxp;Bit5@2;;0x0015;%IX2.5;Modbus_TCP_Slave
Application.MAIN.C1T6_sxn;Bit6@2;;0x0016;%IX2.6;Modbus_TCP_Slave
Application.MAIN.C1T6_szp;Bit7@2;;0x0017;%IX2.7;Modbus_TCP_Slave
;Modbus Slave Channel[3];;Read Discrete Inputs;%IB3;Modbus_TCP_Slave
Application.MAIN.C1T6_szn;Bit0@3;;0x0018;%IX3.0;Modbus_TCP_Slave
Application.MAIN.C1T7_s;Bit1@3;;0x0019;%IX3.1;Modbus_TCP_Slave
Application.MAIN.C1T7_srn;Bit2@3;;0x001A;%IX3.2;Modbus_TCP_Slave
Application.MAIN.C1T7_srp;Bit3@3;;0x001B;%IX3.3;Modbus_TCP_Slave
Application.MAIN.C1T8_s;Bit4@3;;0x001C;%IX3.4;Modbus_TCP_Slave
Application.MAIN.C2T1_s;Bit5@3;;0x001D;%IX3.5;Modbus_TCP_Slave
Application.MAIN.C2T2_s;Bit6@3;;0x001E;%IX3.6;Modbus_TCP_Slave
Application.MAIN.C2T2_srn;Bit7@3;;0x001F;%IX3.7;Modbus_TCP_Slave
;Modbus Slave Channel[4];;Read Discrete Inputs;%IB4;Modbus_TCP_Slave
Application.MAIN.C2T2_srp;Bit0@4;;0x0020;%IX4.0;Modbus_TCP_Slave
Application.MAIN.C2T3_s;Bit1@4;;0x0021;%IX4.1;Modbus_TCP_Slave
Application.MAIN.C2T4_s;Bit2@4;;0x0022;%IX4.2;Modbus_TCP_Slave
Application.MAIN.C2T4_st;Bit3@4;;0x0023;%IX4.3;Modbus_TCP_Slave
Application.MAIN.C2T4_sxp;Bit4@4;;0x0024;%IX4.4;Modbus_TCP_Slave
Application.MAIN.C2T4_sxn;Bit5@4;;0x0025;%IX4.5;Modbus_TCP_Slave
Application.MAIN.C2T4_szp;Bit6@4;;0x0026;%IX4.6;Modbus_TCP_Slave
Application.MAIN.C2T4_szn;Bit7@4;;0x0027;%IX4.7;Modbus_TCP_Slave
;Modbus Slave Channel[5];;Read Discrete Inputs;%IB5;Modbus_TCP_Slave
Application.MAIN.C2T5_s;Bit0@5;;0x0028;%IX5.0;Modbus_TCP_Slave
Application.MAIN.C2T5_st;Bit1@5;;0x0029;%IX5.1;Modbus_TCP_Slave
Application.MAIN.C2T5_sxp;Bit2@5;;0x002A;%IX5.2;Modbus_TCP_Slave
Application.MAIN.C2T5_sxn;Bit3@5;;0x002B;%IX5.3;Modbus_TCP_Slave
Application.MAIN.C2T5_szp;Bit4@5;;0x002C;%IX5.4;Modbus_TCP_Slave
Application.MAIN.C2T5_szn;Bit5@5;;0x002D;%IX5.5;Modbus_TCP_Slave
Application.MAIN.C2T6_s;Bit6@5;;0x002E;%IX5.6;Modbus_TCP_Slave
Application.MAIN.C2T6_st;Bit7@5;;0x002F;%IX5.7;Modbus_TCP_Slave
;Modbus Slave Channel[6];;Read Discrete Inputs;%IB6;Modbus_TCP_Slave
Application.MAIN.C2T6_sxp;Bit0@6;;0x0030;%IX6.0;Modbus_TCP_Slave
Application.MAIN.C2T6_sxn;Bit1@6;;0x0031;%IX6.1;Modbus_TCP_Slave
Application.MAIN.C2T6_szp;Bit2@6;;0x0032;%IX6.2;Modbus_TCP_Slave
Application.MAIN.C2T6_szn;Bit3@6;;0x0033;%IX6.3;Modbus_TCP_Slave
Application.MAIN.C2T7_s;Bit4@6;;0x0034;%IX6.4;Modbus_TCP_Slave
Application.MAIN.C2T7_srn;Bit5@6;;0x0035;%IX6.5;Modbus_TCP_Slave
Application.MAIN.C2T7_srp;Bit6@6;;0x0036;%IX6.6;Modbus_TCP_Slave
Application.MAIN.C2T8_s;Bit7@6;;0x0037;%IX6.7;Modbus_TCP_Slave
;Modbus Slave Channel[7];;Read Discrete Inputs;%IB7;Modbus_TCP_Slave
Application.MAIN.C3T1_s;Bit0@7;;0x0038;%IX7.0;Modbus_TCP_Slave
Application.MAIN.C3T2_s;Bit1@7;;0x0039;%IX7.1;Modbus_TCP_Slave
Application.MAIN.C3T2_srn;Bit2@7;;0x003A;%IX7.2;Modbus_TCP_Slave
Application.MAIN.C3T2_srp;Bit3@7;;0x003B;%IX7.3;Modbus_TCP_Slave
Application.MAIN.C3T3_s;Bit4@7;;0x003C;%IX7.4;Modbus_TCP_Slave
Application.MAIN.C3T4_s;Bit5@7;;0x003D;%IX7.5;Modbus_TCP_Slave
Application.MAIN.C3T4_st;Bit6@7;;0x003E;%IX7.6;Modbus_TCP_Slave
Application.MAIN.C3T4_sxp;Bit7@7;;0x003F;%IX7.7;Modbus_TCP_Slave
;Modbus Slave Channel[8];;Read Discrete Inputs;%IB8;Modbus_TCP_Slave
Application.MAIN.C3T4_sxn;Bit0@8;;0x0040;%IX8.0;Modbus_TCP_Slave
Application.MAIN.C3T4_szp;Bit1@8;;0x0041;%IX8.1;Modbus_TCP_Slave
Application.MAIN.C3T4_szn;Bit2@8;;0x0042;%IX8.2;Modbus_TCP_Slave
Application.MAIN.C3T5_s;Bit3@8;;0x0043;%IX8.3;Modbus_TCP_Slave
Application.MAIN.C3T5_st;Bit4@8;;0x0044;%IX8.4;Modbus_TCP_Slave
Application.MAIN.C3T5_sxp;Bit5@8;;0x0045;%IX8.5;Modbus_TCP_Slave
Application.MAIN.C3T5_sxn;Bit6@8;;0x0046;%IX8.6;Modbus_TCP_Slave
Application.MAIN.C3T5_szp;Bit7@8;;0x0047;%IX8.7;Modbus_TCP_Slave
;Modbus Slave Channel[9];;Read Discrete Inputs;%IB9;Modbus_TCP_Slave
Application.MAIN.C3T5_szn;Bit0@9;;0x0048;%IX9.0;Modbus_TCP_Slave
Application.MAIN.C3T6_s;Bit1@9;;0x0049;%IX9.1;Modbus_TCP_Slave
Application.MAIN.C3T6_st;Bit2@9;;0x004A;%IX9.2;Modbus_TCP_Slave
Application.MAIN.C3T6_sxp;Bit3@9;;0x004B;%IX9.3;Modbus_TCP_Slave
Application.MAIN.C3T6_sxn;Bit4@9;;0x004C;%IX9.4;Modbus_TCP_Slave
Application.MAIN.C3T6_szp;Bit5@9;;0x004D;%IX9.5;Modbus_TCP_Slave
Application.MAIN.C3T6_szn;Bit6@9;;0x004E;%IX9.6;Modbus_TCP_Slave
Application.MAIN.C3T7_s;Bit7@9;;0x004F;%IX9.7;Modbus_TCP_Slave
;Modbus Slave Channel[10];;Read Discrete Inputs;%IB10;Modbus_TCP_Slave
Application.MAIN.C3T7_srn;Bit0@10;;0x0050;%IX10.0;Modbus_TCP_Slave
Application.MAIN.C3T7_srp;Bit1@10;;0x0051;%IX10.1;Modbus_TCP_Slave
Application.MAIN.C3T8_s;Bit2@10;;0x0052;%IX10.2;Modbus_TCP_Slave
Application.MAIN.C4T1_s;Bit3@10;;0x0053;%IX10.3;Modbus_TCP_Slave
